locationname,type,final_address,Postcode,Latitude,Longitude
P.S. 26 Rufus King,prek,"195-02 69th Avenue, Queens NY 11365",11365,40.736922,-73.77799
P.S. 31 Bayside,prek,"211-45 46th Road, Queens NY 11361",11361,40.757064,-73.770122
P.S. 046 Alley Pond,prek,"64-45 218th Street, Queens NY 11364",11364,40.746202,-73.758752
P.S. 098 The Douglaston School,prek,"40-20 235th Street, Queens NY 11363",11363,40.769271,-73.749369
P.S. 115 The James J. Ambrose School,prek,"80-51 261st Street, Queens NY 11004",11004,40.744099,-73.709845
P.S. 133 Queens,prek,"248-05 86th Avenue, Queens NY 11426",11426,40.731729,-73.717859
P.S. 159,prek,"205-01 33rd Avenue, Queens NY 11361",11361,40.76936,-73.783943
P.S. 162 John Golden,prek,"201-02 53rd Avenue, Queens NY 11364",11364,40.749036,-73.777213
P.S. 173 Fresh Meadows,prek,"174-10 67th Avenue, Queens NY 11365",11365,40.734572,-73.795484
P.S./I.S. 178 Holliswood,prek,"189-10 Radnor Road, Queens NY 11423",11423,40.724479,-73.777454
P.S. 186 Castlewood,prek,"252-12 72nd Avenue, Queens NY 11426",11426,40.750007,-73.721607
P.S. 188 Kingsbury,prek,"218-12 Hartland Avenue, Queens NY 11364",11364,40.736177,-73.753159
P.S. 191 Mayflower,prek,"85-15 258th Street, Queens NY 11001",11001,40.734318,-73.709137
P.S. 203 Oakland Gardens,prek,"53-11 Springfield Boulevard, Queens NY 11364",11364,40.754201,-73.760636
P.S. 205 Alexander Graham Bell,prek,"75-25 Bell Boulevard, Queens NY 11364",11364,40.737678,-73.756791
P.S. 213 The Carl Ullman School,prek,"231-02 67th Avenue, Queens NY 11364",11364,40.747747,-73.745747
P.S. 221 The North Hills School,prek,"57-40 Marathon Parkway, Queens NY 11362",11362,40.759404,-73.731299
P.S./I.S. 266,prek,"74-10 Commonwealth Boulevard, Queens NY 11426",11426,40.746231,-73.727614
P.S. 376,prek,"210-07 48th Avenue, Queens NY 11364",11364,40.754954,-73.770314
Roman Catholic Church of Our Lady of the Snows d/b/a Our Lady of the Snows School,prek,"79-33 258th Street, Queens NY 11004",11004,40.745499,-73.713293
Our Lady of the Blessed Sacrament School,prek,"34-45 202nd Street, Queens NY 11361",11361,40.766497,-73.785635
Sacred Heart School,prek,"216-01 38th Avenue, Queens NY 11361",11361,40.767409,-73.767437
YMCA of Greater New York - Cross Island,prek,"238-10 Hillside Avenue, Queens NY 11426",11427,40.733381,-73.726678
Little Meadows Early Childhood Center,prek,"67-25 188th Street, Queens NY 11365",11365,40.73635,-73.784541
Samuel Field YM & YWHA (Little Neck),prek,"5820 Little Neck Parkway, Queens NY 11362",11362,40.761577,-73.723122
"Bright Beginnings In Queens Village, Inc.",prek,"8045 Winchester Boulevard, Queens NY 11427",11427,40.737685,-73.734021
Kiddie Academy of Little Neck,prek,"25220 Northern Boulevard, Queens NY 11362",11362,40.769974,-73.736051
All My Children,prek,"83-10 188th Street, Queens NY 11423",11423,40.724734,-73.778936
Immanuel Genius,prek,"213-03 Northern Boulevard, Queens NY 11361",11361,40.760124,-73.770126
Ganeinu Early Learning Center,prek,"64-41 Utopia Parkway, Queens NY 11365",11365,40.737238,-73.793036
Chabad Early Learning Center,prek,"21212 26th Avenue, Queens NY 11360",11360,40.778213,-73.777477
Community Church of Douglaston,prek,"3950 Douglaston Parkway, Queens NY 11363",11363,40.770345,-73.749982
Home Sweet Home Children's School,prek,"19617 53rd Avenue, Queens NY 11365",11365,40.7477,-73.782162
Jack & Jill II,prek,"6805 Fresh Meadow Lane, Queens NY 11365",11365,40.733431,-73.794585
Noah's Ark Progressive Learning Center,prek,"3820 Bell Boulevard, Queens NY 11361",11361,40.766189,-73.772365
Lutheran Schools of Flushing and Bayside,prek,"3601 Bell Boulevard, Queens NY 11361",11361,40.767805,-73.773168
All My Children Day Care 2,prek,"16907 Jewel Avenue, Queens NY 11365",11365,40.731501,-73.800288
Divine Wisdom Catholic Academy Douglaston,prek,"45-11 245th Street, Queens NY 11363",11362,40.765456,-73.741163
Han-I Preschool,prek,"19818 32nd Road, Queens NY 11358",11358,40.768461,-73.790899
ABC Early Learning Center,prek,"54-25 Little Neck Parkway, Queens NY 11362",11362,40.766271,-73.725517
Apple Tree Day Care Center,prek,"7320 Bell Boulevard, Queens NY 11364",11364,40.740318,-73.758059
Kon Gen International Preschool,prek,"196-25 42nd Avenue, Queens NY 11358",11358,40.759795,-73.785465
Ivy League Early Learning Academy,prek,"6158 Springfield Boulevard, Queens NY 11364",11364,40.748777,-73.756556
Apple Tree Day Care Center (197th Street),prek,"7312 197th Street, Queens NY 11366",11366,40.735261,-73.775
Immanuel Genius,prek,"253-01 Northern Boulevard, Queens NY 11362",11362,40.770787,-73.735409
Leading Kids Preschool,prek,"44-07 Little Neck Parkway, Queens NY 11363",11363,40.770713,-73.736269
Morning Star Preschool,prek,"47-24 Bell Boulevard, Queens NY 11361",11361,40.756504,-73.767518
Divine Wisdom Catholic Academy,prek,"56-10 214th Street, Queens NY 11364",11364,40.750221,-73.764732
Rainbow - Little Neck,prek,"250-21 Northern Boulevard, Queens NY 11362",11362,40.768818,-73.737063
The Learning Experience - Bayside,prek,"215-15 Northern Boulevard, Queens NY 11361",11361,40.760593,-73.766977
P.S./M.S. 42 R. Vernam,prek,"488 Beach 66th Street, Queens NY 11692",11692,40.594538,-73.795304
P.S. 43,prek,"160 Beach 29th Street, Queens NY 11691",11691,40.593834,-73.76174
P.S. 45 Clarence Witherspoon,prek,"126-28 150th Street, Queens NY 11436",11436,40.672727,-73.788164
P.S. 47 Chris Galas,prek,"9 Power Road, Queens NY 11693",11693,40.606353,-73.820445
P.S. 51,prek,"87-45 117th Street, Queens NY 11418",11418,40.699015,-73.832356
P.S. 60 Woodhaven,prek,"91-02 88th Avenue, Queens NY 11421",11421,40.692179,-73.852636
P.S. 62 Chester Park School,prek,"97-25 108th Street, Queens NY 11419",11419,40.68867,-73.836205
P.S. 63 Old South,prek,"90-15 Sutter Avenue, Queens NY 11417",11417,40.67641,-73.846773
P.S. 66 Jacqueline Kennedy Onassis,prek,"85-11 102nd Street, Queens NY 11418",11418,40.697836,-73.846558
P.S. 90 Horace Mann,prek,"86-50 109th Street, Queens NY 11418",11418,40.697033,-73.839213
P.S. 96,prek,"130-01 Rockaway Boulevard, Queens NY 11420",11420,40.674991,-73.808371
P.S. 97 Forest Park,prek,"85-52 85th Street, Queens NY 11421",11421,40.694518,-73.859659
P.S. 100 Glen Morris,prek,"111-11 118th Street, Queens NY 11420",11420,40.679984,-73.822078
P.S. 104 The Bays Water,prek,"26-01 Mott Avenue, Queens NY 11691",11691,40.608467,-73.764548
P.S. 105 The Bay School,prek,"420 Beach 51st Street, Queens NY 11691",11691,40.595779,-73.781876
P.S. 106,prek,"180 Beach 35th Street, Queens NY 11691",11691,40.593779,-73.767199
P.S. 108 Captain Vincent G. Fowler,prek,"108-10 109th Avenue, Queens NY 11420",11420,40.679584,-73.831547
P.S./M.S. 114 Belle Harbor,prek,"134-01 Cronston Avenue, Queens NY 11694",11694,40.578261,-73.854403
P.S. 123,prek,"145-01 119th Avenue, Queens NY 11436",11436,40.678296,-73.79562
P.S. 146 Howard Beach,prek,"98-01 159th Avenue, Queens NY 11414",11414,40.659873,-73.835068
P.S. 155,prek,"130-02 115th Avenue, Queens NY 11420",11420,40.67956,-73.8106
P.S. 183 Dr. Richard R. Green,prek,"2-45 Beach 79th Street, Queens NY 11693",11693,40.589508,-73.805361
P.S. 197 The Ocean School,prek,"825 Hicksville Road, Queens NY 11691",11691,40.600199,-73.743968
P.S. 207 Rockwood Park,prek,"159-15 88th Street, Queens NY 11414",11414,40.658089,-73.844432
P.S. 223 Lyndon B. Johnson,prek,"125-20 Sutphin Boulevard, Queens NY 11434",11434,40.674519,-73.789399
P.S. 253,prek,"1307 Central Avenue, Queens NY 11691",11691,40.60729,-73.7494
P.S. 254 The Rosa Parks School,prek,"84-40 101st Street, Queens NY 11418",11418,40.697961,-73.84796
P.S. 273,prek,"88-07 102nd Street, Queens NY 11418",11418,40.693606,-73.844631
New York City Academy for Discovery,prek,"95-16 89th Avenue, Queens NY 11421",11421,40.691765,-73.849006
Queens Explorers Elementary School,prek,"90-07 101st Avenue, Queens NY 11416",11416,40.683104,-73.850121
Waterside Children's Studio School,prek,"190 Beach 110th Street, Queens NY 11694",11694,40.580928,-73.831836
Goldie Maple Academy,prek,"3-65 Beach 56th Street, Queens NY 11692",11692,40.593967,-73.786182
Wave Preparatory Elementary School,prek,"535 Briar Place, Queens NY 11691",11691,40.5993,-73.758206
P.S. 377,prek,"150-15 Raleigh Street, Queens NY 11417",11417,40.668127,-73.837189
Holy Child Jesus School,prek,"11102 86th Avenue, Queens NY 11418",11418,40.698724,-73.8379
Ave Maria Catholic Academy,prek,"158-20 101st Street, Queens NY 11414",11414,40.661424,-73.832746
Saint Camillus School,prek,"185 Beach 99th Street, Queens NY 11694",11694,40.583856,-73.820117
Saint Elizabeth School,prek,"9401 85th Street, Queens NY 11416",11416,40.685708,-73.856393
Saint Helen Catholic Academy,prek,"83-09 157th Avenue, Queens NY 11414",11414,40.661214,-73.849857
St. Mary Gate of Heaven,prek,"104-06 101st Avenue, Queens NY 11416",11416,40.686281,-73.838882
Saint Thomas Apostle Catholic Academy,prek,"8749 87th Street, Queens NY 11421",11421,40.691835,-73.856931
Kwanis First Step,prek,"8212 151st Avenue, Queens NY 11414",11414,40.667615,-73.852384
Little Dolphin,prek,"10701 Crossbay Boulevard, Queens NY 11417",11417,40.678677,-73.844222
Ralph Hirschkorn Child Care Center,prek,"310 Beach 20th Street, Queens NY 11691",11691,40.597521,-73.754248
"Quick Start Day Care Center, Inc.",prek,"126-22 150th Street, Queens NY 11436",11436,40.672735,-73.78816
Rockaway Child Care Center,prek,"1466 Beach Channel Drive, Queens NY 11691",11691,40.609989,-73.753586
All My Children Day Care 6,prek,"11716 Sutphin Boulevard, Queens NY 11434",11434,40.680282,-73.792045
Howard Beach Judea Center,prek,"16205 90th Street, Queens NY 11414",11414,40.653523,-73.841391
Lucille Rose DCC,prek,"148 Beach 59th Street, Queens NY 11692",11692,40.590434,-73.788735
Sholom Day Care 2,prek,"8437 118th Street, Queens NY 11418",11415,40.70351,-73.833424
Committee for Early Childhood Development Head Start 2,prek,"11721 Sutphin Boulevard, Queens NY 11434",11436,40.680266,-73.792016
Community Development Institute Head Start,prek,"216 Beach 87th Street, Queens NY 11693",11693,40.588048,-73.812206
Alpha Kappa Alpha Epsilon Pi Omega DCC,prek,"14406 Rockaway Boulevard, Queens NY 11420",11436,40.673735,-73.794538
"Bev's Kiddie Daycare, Inc.",prek,"10145 113th Street, Queens NY 11419",11419,40.688182,-73.830812
Blanche Community Progress DCC #2,prek,"4402 Beach Channel Drive, Queens NY 11691",11691,40.595668,-73.77586
Community and Family Head Start,prek,"4105 Beach Channel Drive, Queens NY 11691",11691,40.595787,-73.773083
Cuomo First Step,prek,"11515 101st Ave, Queens NY 11419",11419,40.689069,-73.829133
Russo First Step,prek,"11801 101st Avenue, Queens NY 11419",11419,40.689754,-73.826729
Little Tots Red Wagon,prek,"20428 Rockaway Point Boulevard, Queens NY 11697",11697,40.560861,-73.913989
Omega Psi Phi Fraternity,prek,"12310 143rd Street, Queens NY 11436",11436,40.674522,-73.795725
On Our Way Learning Center,prek,"264 Beach 19th Street, Queens NY 11691",11691,40.596882,-73.753199
Saint John's Lutheran Church,prek,"8620 114th Street, Queens NY 11418",11418,40.699105,-73.835259
Up the Ladder,prek,"8011 101st Avenue, Queens NY 11416",11416,40.680784,-73.858271
West End Temple Nursery School,prek,"14702 Newport Avenue, Queens NY 11694",11694,40.573033,-73.864432
P.S. 212,prek,"34-25 82nd Street, Queens NY 11372",11372,40.753078,-73.884906
Sheldon R. Weaver Child Care Center,prek,"72-05 Beach Channel Drive, Queens NY 11692",11692,40.591103,-73.800773
"Claire Heureuse Community Center, Inc",prek,"81-05 101st Avenue, Queens NY 11416",11416,40.680931,-73.857755
Yeshiva Darchei Torah,prek,"257 Beach 17th Street, Queens NY 11691",11691,40.596751,-73.751147
Queens Library UPK - Woodhaven,prek,"85-41 Forest Parkway, Queens NY 11421",11421,40.694619,-73.861812
Aim High Leadership Academy,prek,"131-44 134th Street, Queens NY 11420",11420,40.670223,-73.804545
Al-Ihsan Academy,prek,"134-02 Rockaway Boulevard, Queens NY 11420",11420,40.674614,-73.804421
Al-Ihsan Academy 3,prek,"130-20 Rockaway Boulevard, Queens NY 11420",11420,40.674958,-73.808216
Hidden Treasures,prek,"84-15 91st Avenue, Queens NY 11421",11421,40.687582,-73.858048
Inner Force,prek,"133-40 79th Street, Queens NY 11414",11417,40.673813,-73.857186
Divine Mercy Catholic Academy,prek,"101-60 92nd Street, Queens NY 11416",11416,40.68317,-73.848369
Aim High Leadership Academy Center Too,prek,"133-08 Sutter Avenue, Queens NY 11420",11420,40.672239,-73.805206
Aim High Leadership Academy,prek,"133-13 Rockaway Boulevard, Queens NY 11420",11420,40.674673,-73.804893
P.S. 40 Samuel Huntington,prek,"109-20 Union Hall Street, Queens NY 11433",11433,40.694125,-73.790675
P.S. 48 William Wordsworth,prek,"108-29 155th Street, Queens NY 11433",11433,40.693518,-73.796727
P.S. 50 Talfourd Lawn Elementary School,prek,"143-26 101st Avenue, Queens NY 11435",11435,40.695238,-73.807364
P.S. 55 Maure,prek,"131-10 97th Avenue, Queens NY 11419",11419,40.694004,-73.816617
P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication,prek,"171-05 137th Avenue, Queens NY 11434",11434,40.67282,-73.769252
P.S. 86,prek,"87-41 Parsons Boulevard, Queens NY 11432",11432,40.708898,-73.803938
P.S. 101 School in the Gardens,prek,"2 Russell Place, Queens NY 11375",11375,40.715585,-73.843898
P.S. 117 J. Keld/Briarwood School,prek,"85-15 143rd Street, Queens NY 11435",11435,40.709463,-73.813376
P.S. 121 Queens,prek,"126-10 109th Avenue, Queens NY 11420",11420,40.68405,-73.815834
P.S. 140 Edward K Ellington,prek,"166-01 116th Avenue, Queens NY 11434",11434,40.686798,-73.781247
P.S. 144 Col Jeromus Remsen,prek,"93-02 69th Avenue, Queens NY 11375",11375,40.714978,-73.853372
P.S. 160 Walter Francis Bishop,prek,"109-59 Inwood Street, Queens NY 11435",11435,40.688103,-73.800415
P.S. 161 Arthur Ashe School,prek,"101-33 124th Street, Queens NY 11419",11419,40.690798,-73.821657
P.S. 174 William Sidney Mount,prek,"65-10 Dieterle Crescent, Queens NY 11374",11374,40.720924,-73.86135
P.S. 175 The Lynn Gross Discovery School,prek,"64-35 102nd Street, Queens NY 11374",11374,40.730941,-73.853164
P.S. 196 Grand Central Parkway,prek,"71-25 113th Street, Queens NY 11375",11375,40.722782,-73.837946
P.S. 206 The Horace Harding School,prek,"61-02 98th Street, Queens NY 11374",11374,40.734642,-73.860737
P.S. 220 Edward Mandel,prek,"62-10 108th Street, Queens NY 11375",11375,40.736524,-73.851455
The Academy for Excellence through the Arts,prek,"108-55 69th Avenue, Queens NY 11375",11375,40.725098,-73.845091
The Queens School for Leadership and Excellence,prek,"88-08 164th Street, Queens NY 11432",11432,40.70869,-73.79798
Imagine Early Learning Center,prek,"1 Jamaica Center Plaza, Queens NY 11432",11432,40.703274,-73.800405
P.S. 354,prek,"126-10 Bedell Street, Queens NY 11434",11434,40.68031,-73.774432
Beth Gavriel/Sha'arei Zion Ohel Bracha,prek,"7524 Grand Central Parkway, Queens NY 11375",11375,40.718918,-73.834413
Al-Iman School,prek,"137-11 90th Avenue, Queens NY 11435",11435,40.700778,-73.81494
Bai Yaakov Academy of Queens (Metropolitan Ave),prek,"124-50 Metropolitan Avenue, Queens NY 11415",11415,40.704865,-73.827303
Bnos Malka Academy,prek,"71-02 113th Street, Queens NY 11375",11375,40.72315,-73.838216
Jewish Institute of Queens,prek,"6005 Woodhaven Boulevard, Queens NY 11373",11373,40.731256,-73.871561
Our Lady of Mercy Catholic Academy,prek,"7025 Kessel Street, Queens NY 11375",11375,40.713846,-73.850593
Our Saviour Lutheran School,prek,"6433 Woodhaven Boulevard, Queens NY 11374",11374,40.720647,-73.865795
Saint Nicolas of Tolentine School,prek,"8022 Parsons Boulevard, Queens NY 11435",11432,40.719427,-73.80891
Yeshiva Tifereth Moshe Day Care,prek,"8306 Abingdon Road, Queens NY 11415",11415,40.707787,-73.833842
Yeshivath Ohr Haiim,prek,"86-06 135th Street, Queens NY 11418",11418,40.70567,-73.820524
Forest Hills Jewish Center Nursery and Pre-k,prek,"106-06 Queens Boulevard, Queens NY 11375",11375,40.72212,-73.847335
Allen Christian School,prek,"114-32 Merrick Boulevard, Queens NY 11434",11434,40.690992,-73.778713
"Happy Dragon of USA, Inc.",prek,"9825 Horace Harding Expressway, Queens NY 11368",11368,40.735678,-73.859843
Afro American Parents,prek,"117-02 Guy Brewer Boulevard, Queens NY 11434",11434,40.684174,-73.782965
Forest Park - Beth Jacob,prek,"10235 63rd Road, Queens NY 11375",11375,40.733162,-73.853823
All My Children Day Care 4,prek,"11015 164th Place, Queens NY 11433",11433,40.693627,-73.786987
Concerned Parents of Jamaica Early Learning Center,prek,"143-04 101st Avenue, Queens NY 11435",11435,40.695025,-73.808111
Sholom Day Care 1,prek,"8204 Lefferts Boulevard, Queens NY 11418",11415,40.707498,-73.831304
Charles R Drew ELC 3,prek,"16515 Archer Avenue, Queens NY 11433",11433,40.704137,-73.793561
South Jamaica Center for Children and Parents Inc. Center 1,prek,"11402 Guy R Brewer Boulevard, Queens NY 11434",11434,40.688615,-73.785593
All My Children Day Care 8,prek,"97-30 Queens Boulevard, Queens NY 11374",11374,40.728991,-73.859284
Myrtle P. Jarmon ECEC,prek,"11655 Guy R. Brewer Boulevard, Queens NY 11434",11434,40.685265,-73.783585
"Talented Little Children III/ TLC Spirit, LLC",prek,"104-40 134th Street, Queens NY 11419",11419,40.690767,-73.812425
Ira's Parkway Day Care,prek,"14120 Grand Central Parkway, Queens NY 11435",11435,40.71565,-73.817214
North Side School,prek,"84-60 Parsons Boulevard, Queens NY 11432",11432,40.712842,-73.806639
Early Bird II Educational Center,prek,"90-05 161st Street, Queens NY 11432",11432,40.705207,-73.799256
Center of Excellence Springfield Gardens Preschool,prek,"127-08 Merrick Boulevard, Queens NY 11434",11434,40.681323,-73.764972
Paccor Kids,prek,"11817 Guy R. Brewer Boulevard, Queens NY 11434",11434,40.683248,-73.782401
"Ira's Parkway Daycare & Preschool, Inc.",prek,"139-76 85th Drive, Queens NY 11435",11435,40.708943,-73.814336
Bright Beginnings Pre-School,prek,"8625 162nd Street, Queens NY 11432",11432,40.710483,-73.801466
Central Queens Ym & Ywha,prek,"67-09 108th Street, Queens NY 11375",11375,40.728702,-73.847414
"Sholom Sholom, Inc.",prek,"11666 Park Lane South, Queens NY 11415",11418,40.70839,-73.836838
ICCD,prek,"98-02 62nd Drive, Queens NY 11374",11374,40.733076,-73.859614
It's My Turn,prek,"131-15 Liberty Avenue, Queens NY 11419",11419,40.69018,-73.814634
Afro-American Parents Educational Center Site 2,prek,"11206 Sutphin Boulevard, Queens NY 11435",11435,40.687358,-73.794709
The Church in the Gardens,prek,"50 Ascan Avenue, Queens NY 11375",11375,40.717237,-73.841264
"Pickwick School, Inc.",prek,"15115 85th Drive, Queens NY 11432",11432,40.709672,-73.806969
All My Children Day Care (69th Avenue),prek,"10822 69th Avenue, Queens NY 11375",11375,40.725067,-73.845131
"South Jamaica Center For Children and Parents, Inc.",prek,"94-43 159th Street, Queens NY 11433",11433,40.701022,-73.798108
"Rochdale Village Nursery School, Inc.",prek,"17030 130th Avenue, Queens NY 11434",11434,40.676795,-73.771088
It's My Turn,prek,"131-13 Liberty Avenue, Queens NY 11419",11419,40.690172,-73.814645
Highland Academics,prek,"162-10 Highland Avenue, Queens NY 11432",11432,40.709879,-73.800873
Afro-American #4,prek,"10817 159th Street, Queens NY 11433",11433,40.695014,-73.793773
Renanim Day Care,prek,"14129 84th Drive, Queens NY 11435",11435,40.710436,-73.815898
Rising Stars Islamic School (LCNA),prek,"166-26 89th Avenue, Queens NY 11432",11432,40.708137,-73.795172
Learning Ladder Center,prek,"125-19 101st Avenue, Queens NY 11419",11419,40.691472,-73.820681
Baby Steps Daycare Center II,prek,"112-18 76th Road, Queens NY 11375",11375,40.717411,-73.83455
YC Child & Family Center,prek,"94-12 160th Street, Queens NY 11451",11433,40.702304,-73.798086
Sholom Sholom Inc.,prek,"84-15 Beverly Road, Queens NY 11415",11415,40.707458,-73.830438
"Beth Gavriel DCC, Inc.",prek,"119-03 80th Road, Queens NY 11415",11415,40.712437,-73.832218
Lutheran Church of Our Saviour - Church Campus,prek,"92-14 63rd Drive, Queens NY 11374",11374,40.72754,-73.863984
Talented Little Children III,prek,"104-18 134th Street, Queens NY 11419",11419,40.690951,-73.812526
"Independent Kidz Daycare, Inc.",prek,"63-49 Alderton Street, Queens NY 11374",11374,40.726375,-73.865401
Wonderland,prek,"99-06 67th Road, Queens NY 11375",11375,40.724039,-73.854333
Aleph Bet Toddler Care Inc,prek,"84-75 Daniels Street, Queens NY 11435",11435,40.711871,-73.81409
Baby Steps Daycare Center Inc,prek,"64-11 Fleet Street, Queens NY 11374",11374,40.719568,-73.858935
Kuei Luck Early Childhood Center,prek,"99-39 66th Avenue, Queens NY 11374",11374,40.728445,-73.854446
Ezra Jack Keats Pre-K Center at 153-36 89th Ave,prek,"153-36 89th Avenue, Queens NY 11432",11432,40.705517,-73.802501
Ezra Jack Keats Pre-K Center at 132-10 Jamaica Avenue,prek,"132-10 Jamaica Avenue, Queens NY 11418",11418,40.702156,-73.820209
Ezra Jack Keats Pre-K Center at 83-30 Kew Gardens Road,prek,"83-30 Kew Gardens Road, Queens NY 11415",11415,40.710251,-73.827441
P.S. 15 Jackie Robinson,prek,"121-15 Lucas Street, Queens NY 11413",11413,40.68588,-73.757319
P.S. 34 John Harvard,prek,"104-12 Springfield Boulevard, Queens NY 11429",11429,40.711753,-73.736624
P.S. 35 Nathaniel Woodhull,prek,"191-02 90th Avenue, Queens NY 11423",11423,40.713759,-73.769439
Razi School,prek,"55-11 Queens Boulevard, Queens NY 11377",11377,40.742129,-73.90972
Cynthia Jenkins School,prek,"179-37 137th Avenue, Queens NY 11434",11434,40.67588,-73.758505
P.S. 52 Queens,prek,"178-37 146th Terrace, Queens NY 11434",11434,40.661122,-73.766733
P.S./I.S. 116 William C. Hughley,prek,"107-25 Wren Place, Queens NY 11433",11433,40.700606,-73.782302
P.S. 118 Lorraine Hansberry,prek,"190-20 109th Road, Queens NY 11412",11412,40.703585,-73.765838
P.S. 132 Ralph Bunche,prek,"132-15 218th Street, Queens NY 11413",11413,40.682114,-73.74992
P.S. 134 Hollis,prek,"203-02 109th Avenue, Queens NY 11412",11412,40.70799,-73.755269
The Bellaire School,prek,"207-11 89th Avenue, Queens NY 11427",11427,40.720154,-73.757367
P.S. 136 Roy Wilkins,prek,"201-15 115th Avenue, Queens NY 11412",11412,40.698279,-73.752654
P.S./M.S. 138 Sunrise,prek,"251-11 Weller Avenue, Queens NY 11422",11422,40.659728,-73.735176
P.S./M.S. 147 Ronald Mcnair,prek,"218-01 116th Avenue, Queens NY 11411",11411,40.697309,-73.740948
P.S. 156 Laurelton,prek,"229-02 137th Avenue, Queens NY 11413",11413,40.673069,-73.743173
P.S. 176 Cambria Heights,prek,"120-45 235th Street, Queens NY 11411",11411,40.685492,-73.729982
P.S. 181 Brookfield,prek,"148-15 230th Street, Queens NY 11413",11413,40.656126,-73.753207
P.S. 195 William Haberle,prek,"253-50 149th Avenue, Queens NY 11422",11422,40.653006,-73.736395
P.S. 251 Queens,prek,"144-51 Arthur Street, Queens NY 11413",11413,40.664218,-73.760249
The Gordon Parks School,prek,"233-15 Merrick Boulevard, Queens NY 11422",11422,40.674831,-73.736713
P.S./I.S. 295,prek,"222-14 Jamaica Avenue, Queens NY 11428",11428,40.720619,-73.731997
P.S. 360,prek,"199-10 112th Avenue, Queens NY 11412",11412,40.702514,-73.756595
Incarnation School,prek,"8915 Francis Lewis Boulevard, Queens NY 11427",11427,40.719225,-73.758052
Our Lady of Lourdes Catholic Academy,prek,"92-80 220th Street, Queens NY 11428",11428,40.723336,-73.736561
St. Clare Catholic Academy,prek,"137-25 Brookville Boulevard, Queens NY 11422",11422,40.669148,-73.736429
Stepping Stone Pre & Grade School,prek,"114-28 Francis Lewis Boulevard, Queens NY 11412",11411,40.700789,-73.748295
Saints Joachim and Anne School,prek,"218-19 105th Avenue, Queens NY 11429",11429,40.711989,-73.738791
Early Sunrise Preschool,prek,"18708 Hillside Avenue, Queens NY 11432",11432,40.714763,-73.774997
Saratoga Early Childhood Education Center,prek,"17515 Rockaway Boulevard, Queens NY 11434",11434,40.657786,-73.77031
"A to Z Center Too, Inc.",prek,"220-24 Jamaica Avenue, Queens NY 11428",11428,40.719136,-73.733983
Be Above Site 16,prek,"189-26 Linden Boulevard, Queens NY 11412",11412,40.691769,-73.761953
Be Above 22 (New World Education Center),prek,"13737 Farmers Boulevard, Queens NY 11434",11434,40.673147,-73.763952
"Early Sunrise Preschool and Kindergarten, Inc.",prek,"187-10 Hillside Avenue, Queens NY 11432",11432,40.714771,-73.774954
"St. Albans Montessori Day Care Center, Inc.",prek,"118-49 Montauk Street, Queens NY 11412",11412,40.688336,-73.763757
Apple Tree Nursery School,prek,"8225 164th Street, Queens NY 11432",11432,40.718546,-73.803761
All My Children Day Care (Mayfield),prek,"17544 Mayfield Road, Queens NY 11432",11432,40.716221,-73.789783
"Blanche Community Progress Day Care Center, Inc.",prek,"10960 202nd Street, Queens NY 11412",11412,40.706083,-73.755417
Committee for Early Childhood Development,prek,"193-04 Jamaica Avenue, Queens NY 11423",11423,40.71312,-73.767251
Queens Early Childhood Center,prek,"14502 Farmers Boulevard, Queens NY 11434",11434,40.666171,-73.767379
Kids Circle Daycare,prek,"164-04 Goethals Avenue, Queens NY 11432",11432,40.719344,-73.803604
Laurelton Day Care,prek,"14119 224th Street, Queens NY 11413",11413,40.669267,-73.75141
Montessori Progressive,prek,"19503 Linden Boulevard, Queens NY 11412",11412,40.693218,-73.756733
Our Saviour Lutheran,prek,"90-04 175th Street, Queens NY 11432",11432,40.709765,-73.786654
Redeemer Lutheran Church And Nursery School,prek,"9210 217th Street, Queens NY 11428",11428,40.722469,-73.741759
Charles R Drew ELC 1,prek,"10945 207th Street, Queens NY 11429",11429,40.708351,-73.750633
Quick Start Day Care Center,prek,"118-46 Riverton Street, Queens NY 11412",11412,40.689229,-73.763011
"Mona Prep Day Care, Inc.",prek,"24115 North Conduit Avenue, Queens NY 11422",11422,40.666584,-73.736028
Cambria Center for the Gifted Child,prek,"233-10 Linden Boulevard, Queens NY 11411",11411,40.691037,-73.728899
Our Kids Place Country Day,prek,"137-25 Brookville Boulevard, Queens NY 11422",11422,40.669148,-73.736429
The Laugh and Learn Place,prek,"228-23 Merrick Boulevard, Queens NY 11413",11413,40.676613,-73.741926
"Nurturing Center, Inc.",prek,"112-18 Springfield Boulevard, Queens NY 11429",11429,40.704926,-73.739966
HAUP UPK Program,prek,"197-25 Hillside Avenue, Queens NY 11423",11423,40.718534,-73.765104
Little People Day Care of NY,prek,"216-02 137th Avenue, Queens NY 11413",11413,40.676499,-73.755103
Committee For Early Childhood Development DCC,prek,"193-25 Jamaica Avenue, Queens NY 11423",11423,40.713226,-73.766876
Academy of Excellence Bell Park 7,prek,"178-36 Wexford Terrace, Queens NY 11432",11432,40.713508,-73.784561
"Sunshine Learning Center, Inc.",prek,"201 02-04 Linden Boulevard, Queens NY 11412",11412,40.694648,-73.751495
